Gene,A11,A12,A13,A21,A22,A24,B11,B12,B22,B23
Slc23a3,346,413,286,349,514,355,251,286,499,347
Cnppd1,7387,8081,5847,5414,9572,5419,6909,7190,8068,7260
Retreg2,7225,9231,6837,6039,10317,6017,7376,8150,9386,8073
Zfand2b,2264,2659,1887,1761,2499,1802,2075,2363,2689,2275
Abcb6,4252,7205,4857,4311,7277,4798,5859,5177,4912,4239
Atg9a,10277,10555,8093,6507,10771,6700,7778,8660,9534,8298
Ankzf1,2750,3297,2322,2044,3178,2082,2542,2702,3545,2700
Glb1l,458,510,306,356,627,477,305,651,801,629
Stk16,6530,7108,5037,4457,6564,4636,5813,6163,6090,5850
Tuba4a,13173,13721,9725,8657,12295,9554,10510,10134,11745,8224
A630095N17Rik,40,8,9,5,42,17,22,12,0,15
Dnajb2,2412,3087,2684,2234,3263,2130,3024,3207,3883,3496
Ptprn,360,766,446,681,936,699,648,547,1208,877
Resp18,240,402,246,430,400,372,309,238,600,335
Dnpep,8736,8819,6286,4957,8816,4870,6300,7009,8023,6191
Des,1403,2902,7784,2696,2584,2325,6956,7669,32323,33336
Gm15179,0,0,0,0,0,0,0,0,0,0
Speg,503,738,725,645,800,603,573,707,2203,1827
Gmppa,8035,7578,6161,4710,6674,5008,6697,7810,7992,6869
Asic4,4,15,10,4,0,6,15,18,16,24
Chpf,3226,2964,2891,2005,3755,2199,2408,2947,3806,3343
Tmem198,336,236,261,207,305,178,261,229,266,313
Obsl1,361,415,232,405,511,313,194,298,1132,679
Inha,90,148,72,175,256,175,76,131,148,242
Stk11ip,3120,3235,2176,2361,3480,2173,2306,2850,3404,2947
Slc4a3,415,556,369,491,378,404,350,560,1188,1119
Gm17751,0,0,0,0,0,0,0,0,0,0
Mir6343,0,0,0,0,0,0,0,0,0,0
Epha4,1810,1816,1065,1012,1128,1112,1253,1359,1803,1115
Mir6352,2,0,0,0,0,0,0,0,0,0
Pax3,0,0,0,0,0,0,0,0,0,0
Gm33152,0,0,0,0,0,0,0,0,0,0
Gm2102,4,0,4,4,0,0,4,10,32,14
Sgpp2,23536,21982,15921,10533,14903,11745,15442,17673,17151,15137
Farsb,6664,6522,5041,4631,7915,5082,5786,5853,5758,4827
Mogat1,0,6,4,6,0,0,0,10,0,6
Utp14b,1546,1667,888,647,751,1105,1289,904,852,526
Acsl3,14226,20411,13416,9788,17249,11398,13881,12384,12946,11160
Gm29536,0,0,0,0,0,0,0,0,0,0
Kcne4,114,200,152,238,212,216,162,274,1182,743
Scg2,90,220,98,98,254,96,186,214,944,557
Ap1s3,2434,3476,2102,2445,4058,2637,1955,2320,3226,2233
Wdfy1,2260,3102,2433,2174,3280,2423,2384,2712,3115,2629
Mrpl44,2215,2580,2108,1859,3297,1894,2272,2642,2004,1982
Serpine2,920,952,497,3136,3404,2032,1368,1290,3546,2453
Fam124b,19,20,12,11,20,20,4,9,0,18
Cul3,9626,11236,7203,7484,12157,8036,8339,8104,9755,8216
1700016L21Rik,6,4,0,0,0,0,0,0,0,0
Dock10,852,899,572,688,659,618,432,1209,1414,1490
Nyap2,0,8,0,4,0,6,2,2,0,2
Mir6344,0,0,0,0,0,0,0,0,0,0
Irs1,599,740,468,476,650,368,387,854,634,829
Rhbdd1,2867,3235,2201,2154,3328,2370,2086,2375,2780,2260
Col4a4,8,4,17,8,0,22,12,6,38,42
Col4a3,60,73,74,60,32,72,48,113,18,87
Mff,5022,5992,4297,4026,6277,3910,4550,5061,5547,4448
Tm4sf20,13093,13731,9379,8988,13170,8577,10820,13944,13825,11562
Gm17764,2,12,4,6,2,4,4,0,0,3
Agfg1,6314,7098,4720,5178,6946,5685,5024,5739,6733,5379
Slc19a3,26,72,18,16,66,30,10,14,18,22
Krtap28-13,0,6,0,0,0,0,0,0,0,2
Ccl20,120,69,59,148,198,122,62,160,160,166
Daw1,0,0,8,4,0,0,0,4,0,0
Sphkap,6,4,10,0,0,6,14,38,76,60
Pid1,392,378,292,461,568,419,216,487,978,897
Mir6353,0,0,0,0,0,0,0,0,0,0
Dner,90,134,68,80,102,72,42,105,234,282
Mir5126,0,0,0,0,0,0,0,0,0,0
Trip12,19192,19612,11785,12119,18074,14272,13898,15084,19074,13133
Fbxo36,379,400,288,252,360,213,344,268,296,260
Slc16a14,0,5,6,4,0,0,0,0,16,0
A530032D15Rik,6,49,24,35,19,17,20,54,63,40
A530040E14Rik,108,141,51,84,106,62,73,184,405,320
Gm38510,0,0,0,0,0,0,0,0,0,2
Gm7609,0,6,0,6,0,0,20,30,0,6
C130026I21Rik,20,18,16,23,44,3,13,59,21,66
LOC102633783,2,6,4,0,0,0,1,0,0,1
Gm2619,0,0,3,0,0,2,0,0,0,6
Gm7592,22,24,8,2,1,4,0,14,0,51
Sp110,997,1083,707,754,870,555,506,1240,1360,1571
Sp140,554,519,327,725,969,706,306,813,1237,1014
Sp100,2183,2171,1581,1664,2312,1373,887,2456,3102,3314
A630001G21Rik,494,710,306,490,854,360,318,816,1314,1176
Mir8096,0,0,0,0,0,0,0,0,0,0
9930111H07Rik,3,2,0,0,0,0,0,0,0,0
Cab39,27550,28825,20211,18785,30955,20188,20235,21073,25174,18683
Itm2c,6265,6871,5628,6523,9291,5872,4887,7031,9754,8772
4933407L21Rik,0,3,2,0,0,4,6,8,0,7
Gpr55,102,122,55,87,46,71,59,86,136,73
Spata3,2,0,0,0,0,0,0,0,0,0
2810459M11Rik,2563,2950,2406,1892,3110,2161,2776,2767,2752,2253
Psmd1,14810,14659,9743,10592,16824,11419,11136,10729,12943,9589
Htr2b,46,30,50,37,112,97,132,89,200,271
Armc9,814,1001,536,485,332,538,672,1005,854,947
Gm28626,110,111,79,48,63,37,105,162,95,80
B3gnt7,20841,20725,12983,10713,13623,8987,21047,32054,28516,16274
Ncl,35125,37676,24539,32083,53444,37312,29701,28394,31707,26943
Snora75,36,23,26,26,13,39,30,40,33,40
Gm24148,9,37,19,18,85,23,10,14,16,22
Snord82,0,0,0,0,0,0,0,0,0,0
C130036L24Rik,72,57,25,22,116,31,55,43,62,30
Nmur1,18,50,12,27,50,17,12,26,0,8
Tex44,0,0,0,0,0,0,0,0,0,0
Ptma,50639,59297,40302,44602,71379,51156,53784,53383,58127,46200
Pde6d,1171,1546,960,954,1588,788,1063,1239,1547,1413
Cops7b,2209,2418,1650,1482,1999,1635,1735,2096,2089,2019
Nppc,4,18,22,194,187,98,18,37,70,60
Dis3l2,1779,1932,1378,1462,2160,1410,1477,1611,1362,1415
Alppl2,8,76,18,20,48,20,96,26,22,28
Alpi,3194,6344,3769,4123,11404,3785,3740,3463,3966,2565
Akp3,1,0,0,2,0,0,2,0,0,0
Ecel1,0,0,0,0,0,2,0,4,0,8
Prss56,0,0,0,0,0,0,0,0,0,0
Chrnd,2,0,0,0,0,0,2,0,34,0
Chrng,0,0,0,0,0,0,0,0,0,2
Eif4e2,7117,7325,5801,5325,8359,5376,6102,6598,7445,6341
Efhd1,56,40,62,56,0,23,50,110,308,181
Gigyf2,7667,7903,5646,5444,7205,6131,6468,6595,7532,5585
Kcnj13,15,43,12,13,40,37,31,29,0,29
Snorc,5,0,2,0,0,0,2,0,0,0
Ngef,3539,4171,3045,2656,4526,2941,3579,3804,3800,3104
Neu2,100,80,89,64,172,70,86,108,131,104
Inpp5d,1368,1840,1059,1426,2401,1350,917,2281,3185,2681
Gm33517,0,0,4,9,0,4,0,0,46,4
Atg16l1,2827,3308,2355,2548,3587,2479,2896,3464,3733,3324
Scarna6,0,9,0,2,0,0,1,7,0,0
Sag,26,28,19,18,0,12,17,28,7,24
Dgkd,13144,13962,9519,9313,12848,11077,9938,11631,12646,9805
Gm19582,39,8,20,10,0,4,6,20,0,16
Usp40,3006,2838,1991,1551,2299,1906,2484,2224,2284,2042
Ugt1a10,0,0,0,0,0,0,0,1,0,0
Ugt1a9,0,2,18,4,0,3,4,0,0,4
Ugt1a8,4,8,5,3,15,1,5,4,0,1
Ugt1a7c,7928,11793,9835,7070,11591,8494,9275,6959,6685,6396
Ugt1a6b,37,65,69,28,74,52,79,32,28,75
Ugt1a6a,2347,5308,3754,2069,4526,2704,3772,2405,2341,2302
Ugt1a5,4,9,3,13,0,0,25,22,0,12
Ugt1a2,1,6,5,7,25,0,1,14,0,2
Dnajb3,0,5,0,8,0,9,0,0,14,8
Ugt1a1,1326,3959,3003,3116,5251,3464,1898,1561,2245,1949
Mroh2a,45,76,41,65,95,80,82,64,2,37
Hjurp,1364,1075,678,677,536,871,1022,1057,1064,726
6430706D22Rik,0,0,0,0,0,0,0,0,0,0
Trpm8,0,0,0,0,0,0,0,0,0,0
Spp2,0,0,0,0,0,0,0,0,0,0
Gm29538,0,6,0,0,0,0,0,0,0,0
Glrp1,2,0,2,12,0,0,0,0,0,4
Gm19589,0,0,3,0,0,0,3,0,0,0
Arl4c,651,490,356,540,662,402,274,642,1000,610
Platr5,0,0,0,0,0,0,0,0,0,0
1700067G17Rik,0,3,4,2,0,5,2,2,0,2
Sh3bp4,3826,3661,2630,2216,3132,2711,2834,2954,3163,2942
C030007H22Rik,0,0,0,0,0,0,0,0,0,0
Agap1,5931,5849,4295,3762,4828,3965,4214,5051,5694,4568
4933400F21Rik,8,12,7,7,24,6,8,2,0,14
Gbx2,0,0,1,4,0,10,2,7,30,12
Asb18,0,0,0,0,0,0,0,0,0,0
Iqca,0,0,0,0,0,0,0,0,0,0
Ackr3,933,1304,877,1359,1850,1198,760,1328,2242,1952
Cops8,3665,3590,2691,2811,4785,2945,3207,3422,4079,3205
Col6a3,13458,12486,9805,15499,19878,14700,5760,11812,24018,17254
Mlph,15655,15014,11215,11097,15188,10619,10203,10395,10124,9440
Prlh,10,3,11,11,46,27,1,31,9,14
Rab17,1212,1672,1241,1150,2595,1195,1259,1428,1648,1272
Lrrfip1,15055,13864,9782,9769,14521,10270,9582,10913,14045,11150
Rbm44,22,6,6,11,0,22,2,6,42,15
Ramp1,2325,3377,3003,2609,4654,2267,2732,3783,4375,3987
Ube2f,3437,3684,3132,2730,5015,2751,3115,3628,4215,3201
Scly,1874,1844,1355,1302,1708,1149,1479,1666,2130,1649
Espnl,6,12,4,4,20,2,4,22,0,4
Klhl30,16,25,28,24,0,16,18,28,70,77
Erfe,1672,1411,888,966,1242,988,1021,1114,972,905
Ilkap,3471,3598,2987,2730,4558,2570,3197,3933,3975,3965
1700020N18Rik,0,4,2,2,0,0,2,4,0,0
Hes6,5282,5219,4437,3880,7368,3857,5126,6197,7286,5116
Per2,2995,3585,2778,2088,2528,2502,3307,4510,6000,4433
Traf3ip1,1042,1179,1025,846,1312,890,1017,1157,1579,1180
Asb1,824,855,525,733,978,793,632,850,976,852
Twist2,80,120,50,147,124,108,50,82,140,125
Hdac4,3831,4067,2741,2419,3468,3039,3341,3555,3894,2882
Ndufa10,14226,14919,11135,8632,15632,9068,12746,12577,13168,10923
Mir6900,0,0,0,0,0,0,4,0,0,0
Olfr1416,0,0,0,0,0,0,0,0,0,0
Olfr1415,0,0,0,0,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0,0,0,0,0
Olfr1413,0,0,0,0,0,0,0,0,0,0
Olfr1412,0,0,0,0,0,0,0,0,0,0
Olfr1411,0,0,0,0,0,0,0,0,0,0
Olfr1410,0,0,0,0,0,0,0,0,0,0
Olfr12,0,0,0,0,0,0,0,0,0,0
Cops9,2095,2372,2014,1606,3176,1703,2515,2569,2615,2580
Otos,3,0,0,5,0,0,9,3,0,16
Gm29483,0,0,0,0,0,0,0,0,0,0
Gpc1,940,1500,938,1601,2636,1367,695,1299,1946,2390
Gm29480,0,6,0,0,0,1,0,2,0,0
Mir149,0,0,0,0,0,1,0,0,0,0
Ankmy1,8,40,0,17,68,16,13,14,46,16
Dusp28,439,755,467,548,867,503,615,605,670,737
5033417F24Rik,41,86,46,51,61,75,49,66,181,51
Rnpepl1,13110,14588,10480,8820,14489,9288,11034,13166,13079,11174
9430060I03Rik,61,102,60,49,47,38,75,72,44,56
Capn10,2354,2224,1779,1327,2051,1483,1649,1974,2176,1902
Gpr35,4004,4913,2749,2668,3533,2928,3378,3505,4148,3236
Aqp12,18,19,15,28,0,0,24,19,0,12
Kif1a,159,353,213,379,420,329,283,355,978,586
Agxt,33,9,17,6,8,16,27,19,0,8
Mab21l4,794,1226,791,775,1823,613,838,902,1257,798
Crocc2,36,44,29,36,0,28,28,65,76,59
Sned1,612,614,300,453,577,773,416,557,701,649
Mir6901,0,0,0,0,0,0,0,0,0,0
Mterf4,733,944,723,526,1176,587,795,844,658,832
Gm28535,8,10,16,19,22,11,6,4,0,5
Pask,795,653,430,409,629,596,555,491,629,366
Ppp1r7,3547,3743,2475,2967,4060,2790,3309,3072,3324,2579
Mir6902,2,0,1,0,0,0,0,0,0,0
Mir6345,2,0,0,0,0,1,2,0,0,0
Ano7,7837,7521,6787,5451,6994,5181,7992,6538,7289,5616
Hdlbp,67205,60614,42359,38344,51207,42277,49309,48886,54908,38595
Septin2,15510,16199,11937,12074,19498,12592,12488,14043,19100,14258
Farp2,1628,2107,1409,1361,1659,1613,1620,1619,2053,1692
Stk25,33651,38150,28446,23518,36951,23484,25411,31482,31858,27619
Bok,2592,2734,2147,2169,3776,2241,2215,2386,2918,2112
Thap4,5007,5832,4433,3679,6597,4031,5365,5422,4924,4680
Atg4b,4155,4806,3316,3018,4660,3422,3738,4137,4758,3817
Dtymk,2511,3161,2010,2604,4061,2652,3141,2949,3190,2967
Ing5,2608,2676,2073,1799,2590,2107,2162,2566,2496,2095
D2hgdh,1835,2166,1333,1319,2486,1364,1789,1931,2378,1861
Gal3st2,598,1536,1045,1767,1062,1246,607,1087,1506,1005
Gal3st2b,122,261,115,339,98,189,102,177,57,84
Gm7889,1,4,8,4,0,3,1,5,0,0
Gal3st2c,281,1031,1023,237,170,883,374,999,603,793
Neu4,1,20,26,10,0,22,0,22,0,18
Pdcd1,34,56,54,64,168,69,22,78,28,90
4930440C22Rik,0,0,0,0,0,0,0,0,0,0
Fam174a,1190,1681,1276,1143,2012,1224,1213,1555,1692,1641
St8sia4,405,550,354,514,550,475,314,504,1022,910
Gm30431,4,4,0,0,32,10,14,18,38,20
4930598F16Rik,0,0,0,0,0,0,0,1,0,0
1700063A18Rik,0,0,0,0,0,0,0,0,0,0
4930533P14Rik,0,0,0,0,0,0,0,0,0,0
Slco4c1,2,0,0,6,0,4,2,0,0,0
Panct2,233,278,136,148,320,128,172,187,338,164
Slco6b1,0,0,0,0,0,0,0,0,0,0
Slco6c1,0,0,0,0,0,0,0,0,0,0
Macir,6938,8765,6523,5236,9364,4963,6640,6325,7624,6122
Ppip5k2,7589,7721,4915,5006,7711,6432,6385,6537,7087,4786
Gin1,874,811,535,597,1114,645,650,767,1157,720
Pam,15278,14623,11169,11711,18693,10918,10562,14337,22224,15688
B230216N24Rik,102,102,108,88,203,89,110,105,43,129
1810006J02Rik,45,88,41,86,84,63,34,54,10,43
Gm29461,0,0,0,2,0,0,8,6,18,2
Slco6d1,0,0,0,0,0,0,0,0,0,0
Gm7967,0,0,0,1,0,0,0,4,0,1
Cntnap5b,2,0,10,0,23,0,0,8,64,2
Gm20268,0,0,0,0,0,0,0,0,0,0
Cdh20,0,0,4,0,0,0,6,0,0,12
Gm29012,0,2,2,2,0,0,0,0,0,0
Rnf152,2068,2194,1697,1128,1582,1196,1156,2151,2190,1580
Gm17634,14,10,8,12,0,4,4,15,32,20
Pign,3666,3319,2084,2372,3591,2702,2903,3043,3892,3047
Relch,10607,9980,6749,6094,9028,7026,6649,7880,8707,6500
Tnfrsf11a,9803,9254,7492,6290,8077,6630,7778,9103,10779,7573
Gm7160,58,87,54,38,0,61,66,58,45,62
Zcchc2,4867,4139,3501,2950,4314,3266,4037,4212,4891,3890
Gm20753,4,8,4,8,9,21,5,10,0,10
Phlpp1,3327,3102,1835,1971,2791,2151,2309,2891,3012,2425
Bcl2,1566,2044,1249,1148,1988,1273,1631,1693,2421,1638
Mir3473f,0,0,0,0,0,0,0,0,0,0
Kdsr,2406,3146,2419,1809,4175,2236,2414,2570,3239,2968
Vps4b,15503,17353,11507,10633,18933,11536,11592,12122,13079,11172
Serpinb5,8105,7874,5737,4510,9206,4932,6010,6362,6634,5203
Serpinb12,6,2,2,2,0,2,0,0,0,2
Serpinb13,4,2,2,2,119,8,0,0,0,2
Serpinb3a,0,0,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0,0,0
Serpinb3b,0,0,0,0,0,0,0,0,0,0
Serpinb3c,0,0,0,0,0,0,0,0,0,0
Serpinb11,2,4,0,0,0,0,0,0,0,2
Serpinb7,4,6,0,4,0,4,0,6,0,6
Serpinb2,20,8,13,213,26,274,2,18,112,12
Serpinb10,8,8,2,40,60,6,7,6,10,16
Serpinb8,94,164,83,118,170,138,72,86,155,145
D830032E09Rik,0,0,0,0,0,0,0,0,0,0
Cdh7,0,0,0,0,0,0,0,0,0,0
Cdh19,65,114,96,102,216,90,130,208,566,577
Dsel,686,770,550,696,1054,701,566,696,912,894
Gm32810,0,0,0,0,0,0,0,0,0,0
Cntnap5a,90,136,51,56,84,64,90,84,60,96
B020011L13Rik,0,0,0,0,0,0,0,0,0,0
Tsn,6565,7153,4457,4586,7247,5155,5746,5697,6817,5619
Nifk,2467,3139,2279,2375,4032,2460,2794,2708,2879,2646
Gm28867,0,0,0,0,0,0,0,0,0,0
Clasp1,3700,3758,2752,2502,2959,3298,3017,3346,4015,3028
2900060B14Rik,2,8,2,0,0,0,2,8,0,4
Tfcp2l1,55389,53872,36043,31519,50534,34524,41278,34751,43709,32207
Gli2,383,524,356,490,840,588,184,506,1024,636
Mir6346,0,0,0,0,0,0,0,0,0,0
Inhbb,303,603,180,1570,1342,828,376,443,898,841
Ralb,8354,8861,6203,6197,9324,6342,6613,7521,8973,6788
Tmem185b,1394,1914,1580,1576,2614,1521,1634,1897,1908,1835
3830432H09Rik,2,4,0,0,0,0,0,0,0,2
Epb41l5,1703,2053,1417,1082,2198,1361,1530,1457,1910,1349
Ptpn4,391,394,140,188,342,287,255,259,194,205
Tmem177,724,908,640,690,876,630,822,756,862,769
Cfap221,0,8,1,0,0,0,6,2,0,4
Sctr,18,10,2,0,98,5,0,13,12,8
Tmem37,3707,3490,2660,1860,3698,1508,1648,2298,2241,2399
Dbi,10452,12026,10806,8507,12879,8254,12173,12003,12897,10105
3110009E18Rik,68,72,67,60,194,28,42,75,171,40
Steap3,3292,3979,3170,1948,3052,2237,2954,3941,3510,3161
C1ql2,0,0,0,0,0,0,0,0,0,0
Marco,46,72,26,141,0,76,4,42,50,118
En1,0,0,0,0,0,0,0,0,0,0
Celrr,1,0,0,0,0,0,0,0,0,0
Insig2,4668,5328,3988,3313,5191,3631,4073,4211,4697,4165
Ccdc93,8614,8221,4638,4946,6802,6321,5913,7273,7159,5797
Htr5b,4,0,0,0,0,0,0,0,0,0
Ddx18,3624,3718,2595,3018,5077,3378,2689,3020,3637,3093
Gm28590,0,0,0,0,0,0,0,0,0,0
Dpp10,0,22,112,6,40,2,32,36,76,152
Actr3,48388,54486,37449,33709,57558,35722,37890,40907,45934,38116
Slc35f5,12141,15514,11253,10006,15557,10286,10851,10645,11957,10556
Gpr39,649,675,450,541,679,571,477,517,667,469
Lypd1,45,32,29,29,28,22,34,68,36,55
Nckap5,745,567,351,387,290,414,297,375,422,400
Mgat5,3744,2894,1042,1182,831,2782,1929,1805,1644,682
Tmem163,33,76,67,32,26,15,31,50,50,74
Gm35993,0,0,0,0,0,0,0,0,0,0
Acmsd,4,4,0,2,0,0,0,0,0,4
2900009J06Rik,7,1,1,0,0,0,3,2,0,1
Ccnt2,4874,5079,3598,3410,3980,4149,4628,4793,5226,4545
Map3k19,53,107,18,54,6,32,34,92,30,169
Rab3gap1,7004,7327,5081,5154,7695,5210,5612,5760,7306,5660
Zranb3,514,567,375,421,347,435,450,513,441,436
Rpl28,34812,39832,30801,28432,49604,28683,37023,40743,46463,38375
R3hdm1,5321,5510,4229,3935,5746,4602,4822,5092,6443,4942
Mir128-1,0,0,0,0,0,0,0,0,0,0
Ubxn4,8744,9056,6382,6622,9212,6230,7273,7415,10049,7588
Lct,6,14,4,7,0,8,12,5,14,6
Mcm6,9354,9365,5992,6577,8000,7600,7170,6613,7277,5643
Dars,6441,7040,4867,4617,8435,5009,5172,5256,6197,4772
Cxcr4,441,822,555,693,1409,702,423,1083,1578,1832
Thsd7b,14,8,2,24,14,12,10,16,0,34
Cd55b,43,29,21,31,28,30,23,30,20,31
Cd55os,300,487,234,336,833,366,294,411,765,549
Cd55,4696,5692,3376,4808,7756,4911,2841,4004,6266,4175
Zp3r,0,0,0,0,0,0,0,0,0,2
C4bp,576,757,380,461,682,475,438,723,492,393
C4bp-ps1,20,42,30,24,27,28,18,31,86,21
Pfkfb2,7509,7848,5046,4188,5916,5435,6031,6447,5921,4879
Yod1,664,686,314,271,344,553,566,462,592,458
AA986860,2026,3573,2758,2209,5383,2679,2447,2068,2126,2092
Gm28857,44,95,50,72,70,50,19,54,48,40
Gm28856,4,0,0,8,0,2,2,1,14,10
Fcamr,919,650,404,334,676,421,744,860,886,596
Pigr,396534,363830,262974,226171,290461,229369,311672,358635,354622,276380
Fcmr,397,698,318,434,271,215,249,1024,977,1400
Il24,6,0,9,2,0,0,0,1,0,1
Il20,0,0,0,0,0,0,0,0,0,0
Il19,2,10,0,4,0,12,0,2,4,8
Il10,31,32,36,100,97,112,0,20,37,42
Mapkapk2,9567,11258,7996,9167,12362,9307,8354,9788,12282,9025
Dyrk3,262,180,115,152,154,164,170,135,166,142
Eif2d,3460,3976,2958,2497,4571,2786,3189,3552,3911,2865
Rassf5,602,760,461,628,891,564,457,867,1307,1315
Ikbke,4914,5599,4039,3751,4513,3827,4045,4909,5557,4887
Srgap2,2436,2324,1403,1786,2402,1763,1443,1711,2641,1894
Fam72a,110,118,62,113,210,98,94,76,186,132
Avpr1b,100,160,48,88,136,82,92,123,68,66
Ctse,1327,1865,861,982,1302,786,1429,2381,2615,1261
Rab7b,292,405,276,367,578,306,178,380,654,418
Slc26a9,2,16,0,25,0,6,4,6,0,16
Pm20d1,1062,1803,1359,1583,2890,1535,1528,1297,1962,1424
Slc41a1,3317,3184,2281,2115,2630,2254,2732,3248,4146,3200
Rab29,1070,1231,918,829,1080,774,1005,1222,1679,1123
Nucks1,12994,14263,9594,10610,16312,12138,12564,12255,12634,9429
Slc45a3,6769,5741,4212,3575,5046,3726,3645,5057,4550,3622
Elk4,1442,1450,925,833,1343,992,1150,1299,1055,1017
Mfsd4a,21861,21615,13468,15465,22802,15756,15567,18607,19387,14312
Gm37120,20,16,10,14,0,16,13,30,0,2
Cdk18,4670,5772,5524,3959,5783,4197,4838,4607,5886,4170
Lemd1,0,0,0,4,0,0,0,0,0,0
Mir135b,0,0,0,0,0,0,0,0,0,0
Klhdc8a,683,904,744,598,732,626,784,636,1120,545
Nuak2,3940,4691,3837,3393,4171,3551,2950,3708,4183,3913
Tmcc2,202,314,235,341,522,215,179,420,879,708
Dstyk,1704,1876,1246,1473,2000,1652,1431,1732,2326,1741
6030442K20Rik,30,16,10,29,0,20,17,16,44,25
Rbbp5,3752,3632,2528,2535,4212,3073,3103,3287,3499,3458
Tmem81,521,452,404,345,712,294,397,430,419,528
Cntn2,1,6,0,0,0,2,0,6,34,24
Nfasc,334,257,189,267,368,230,324,426,1189,369
Gm10538,0,0,0,0,0,0,0,0,18,0
Lrrn2,294,184,140,186,468,178,185,333,620,488
Mdm4,11187,13206,9043,9205,13364,10698,11493,12556,14579,11906
Pik3c2b,9854,9708,7296,6800,6958,8120,7017,7860,8258,6660
Ppp1r15b,21581,23441,16656,13691,20060,15787,16437,17159,19037,15451
Plekha6,45432,42411,29530,27285,36368,30703,31670,35973,37865,28002
Gm19461,85,56,34,28,191,83,75,88,104,39
Golt1a,1507,1921,1638,1105,1792,1321,1669,1510,2014,1440
Kiss1,28,58,51,43,22,44,46,64,49,37
Ren2,0,0,0,0,0,0,0,0,0,0
Ren1,0,0,0,0,0,0,0,0,0,0
Etnk2,57,70,38,69,74,50,34,70,104,49
Sox13,5207,7356,5541,5270,8591,5294,5569,5522,6008,5409
Snrpe,3038,3415,2395,2419,5695,2552,3251,3322,3532,2969
Zc3h11a,17210,20348,14821,14103,22698,14934,17532,18522,22858,18475
Zbed6,466,335,150,154,226,409,394,336,448,255
Lax1,365,526,301,407,448,213,328,957,958,1324
Atp2b4,1479,1865,2281,1993,2343,1943,1658,2411,6203,5474
Mir6903,0,0,0,0,0,0,0,0,0,0
Optc,20,18,116,10,36,6,87,52,128,141
Prelp,2406,2638,3076,1789,2288,1818,2437,3657,7142,5788
Fmod,4,26,68,30,44,50,8,106,228,48
Gm19497,82,141,54,66,39,45,60,75,22,49
Btg2,9930,13484,8881,8388,13850,8134,8013,9690,11961,9376
Chit1,46,52,28,18,82,18,20,32,134,18
Chil1,71,92,63,487,164,552,114,152,1160,876
Mybph,0,11,8,27,0,9,4,12,18,43
Adora1,103,231,120,331,358,252,116,224,661,463
Myoparr,0,0,0,0,0,0,0,0,0,1
Myog,0,0,0,0,0,0,0,0,0,1
Ppfia4,451,646,397,370,571,373,480,604,676,515
Tmem183a,16959,18405,13424,10969,18215,11596,14654,15407,13806,12218
Mgat4f,0,0,2,2,0,4,1,0,0,1
Cyb5r1,2346,2714,1893,1790,3573,1907,2151,2182,2744,2351
Adipor1,18370,20708,14292,13312,21088,13717,14614,17465,19213,15040
Klhl12,2133,2154,1711,1774,2368,1788,1965,1916,2260,1808
Rabif,3366,3348,2652,2592,3905,2612,2629,2961,3345,2609
Mgat4e,0,0,0,1,0,3,0,0,0,0
Kdm5b,5470,5776,4508,3746,5268,4292,5081,4657,6343,4511
Syt2,126,390,230,131,266,149,307,286,152,160
Ppp1r12b,2271,2534,3140,2011,2670,2224,2360,3344,9115,6475
Gm51265,0,0,0,0,0,0,4,0,0,0
Ube2t,496,496,320,358,417,321,507,493,516,353
Lgr6,10,18,4,2,0,2,0,14,0,8
Ptprv,97,65,60,86,42,78,55,123,109,106
Ptpn7,312,399,218,290,388,190,141,404,482,494
Arl8a,3527,3617,2924,2638,4754,2889,2530,3116,5362,3925
Gpr37l1,64,110,102,78,102,80,156,180,624,532
Elf3,53609,53170,41825,37918,57282,36664,40405,55003,51632,48381
Rnpep,17028,15345,11477,8792,11685,9811,12898,15215,14935,12062
Timm17a,3475,3880,2780,2759,5074,2850,3083,3358,4020,2805
Lmod1,442,536,956,540,794,461,718,1176,3520,2814
Shisa4,89,172,120,108,166,89,85,156,358,262
Ipo9,6020,5291,3641,3929,4829,4574,4084,4442,5515,4285
Nav1,3654,3605,2573,3063,4072,3438,2077,3549,4101,4113
Mir1231,0,0,0,0,0,0,0,0,0,0
Gm4793,0,9,10,3,0,0,2,9,0,6
Csrp1,8019,10136,8912,10495,14708,8787,7877,11611,33173,24401
Phlda3,499,708,639,761,1594,702,449,761,1328,1062
Tnni1,924,1926,778,712,1056,641,795,1446,1240,778
Lad1,32022,37647,26860,22258,38614,24883,27480,28402,29026,22236
Tnnt2,128,175,98,74,133,133,152,189,281,92
Pkp1,6029,6637,3804,3342,4810,4161,4676,4810,5447,3429
Igfn1,16,50,14,6,0,3,30,21,0,8
Tmem9,1190,1266,952,1217,2408,1289,1112,1313,1892,1287
Ascl5,0,0,0,0,0,0,0,0,0,0
Cacna1s,30,54,22,18,0,20,42,29,11,62
Gm15850,2,11,6,11,0,16,2,6,0,3
Kif21b,6771,7766,5191,4197,6566,5530,4230,4232,6104,4774
Mroh3,1282,1418,983,718,878,780,1030,1165,958,1213
Inava,15053,16832,12126,11272,18417,11703,11986,13426,14269,11049
Gpr25,14,12,20,12,0,10,0,4,64,24
